epoch;acc;loss;val_acc;val_loss
0;0.27726444560124935;1.6698016589163245;0.2638020833333333;1.6358187754948934
1;0.3158511192087454;1.5906657929348487;0.2728243460088125;1.684288512113829
2;0.3538521603331598;1.5465181920753055;0.308862786972771;1.590092214937205
3;0.45393024466423737;1.377721710914997;0.4818473040134717;1.3038996510243455
4;0.4996771694214876;1.2515711685842719;0.5202883077507915;1.195620629918556
5;0.5007214060860441;1.219331384486942;0.4511478910997343;1.2516248207071918
6;0.5291514836022905;1.1566618832370255;0.5194874532516793;1.1859017207033165
7;0.5473711608537221;1.1235655983682102;0.5389749065670048;1.1611224641407867
8;0.5608407079646017;1.099174426161703;0.5720768818801822;1.0787611501266532
9;0.5772384174908901;1.0497783887268415;0.594233849407579;1.0052893573882677
10;0.6020301926080167;1.0121845611366738;0.5902295784077031;0.9921730926058474
11;0.6043076522644456;0.9875003829218335;0.6003737319489564;1.0229492414716852
12;0.6279932326913066;0.9528593292837029;0.6433529097704218;0.9298530325046912
13;0.64230869338886;0.9138447522868842;0.6556326746940613;0.9086526799698406
14;0.648685580426861;0.8862892340273363;0.6417512011540745;0.9236080981612015
15;0.6636517438833941;0.8612396770439565;0.6689802454680093;0.8760450720405172
16;0.6825871941697033;0.8165091882144208;0.6695141483295174;0.8586249500115288
17;0.6868167621030713;0.8022999619519195;0.6430859585783409;0.9317195439682373
18;0.7038997933884298;0.7734748553638616;0.6812600108689951;0.8375061973810068
19;0.7099167100468506;0.7512357310507832;0.6558996264589577;0.870007964995731
20;0.7298662119622246;0.7120236184014104;0.6924719701969108;0.7915226843225975
21;0.7366605934409162;0.6741737687668411;0.7018152695572828;0.8122896484302697
22;0.7505165289256198;0.6565848327865286;0.7159636945121122;0.7653943065392799
23;0.7559024134312696;0.6413165020042051;0.6922050188775376;0.7886517389980282
24;0.7770041644976575;0.5913882669466725;0.7231713826173903;0.7429990653869498
25;0.7839016137428423;0.5752685290336113;0.7146289374697228;0.8043245864118157
26;0.7949635606454971;0.5594672738947265;0.6863320874327717;0.8497414649392091
27;0.8010717975206612;0.5380134291885313;0.7455953018778604;0.713393812502888
28;0.8071967725143154;0.5233663834984386;0.7317138282742274;0.7348317899490129
29;0.8206322140608604;0.4862402331275555;0.7370528562210233;0.7094472804874007
30;0.8286415289256198;0.4721115150234916;0.7450613989208831;0.7060931615185368
31;0.8291579223504721;0.4582603163352668;0.74140625;0.7372129797935486
32;0.8373243102550755;0.4403574872550587;0.7514682325906952;0.67911112419883
33;0.8439614783966684;0.42725053004520996;0.7349172452205143;0.7524835439016013
34;0.8443519000520562;0.4112538720468008;0.7389215164431517;0.7106203187676718
35;0.8637654958677686;0.3790665596477256;0.7634810462904308;0.6870196617928915
36;0.8680374804789173;0.3605211036457239;0.7594767753542011;0.6760689247214597
37;0.8671301154249738;0.37255723359295856;0.7482648159626392;0.7072990557374765
38;0.8788094008264463;0.3364177232931468;0.7570742123660339;0.710898087136706
39;0.8831988547631442;0.33498600607797047;0.7600106781520629;0.7315658617325155
40;0.8849557522123894;0.3167262416156489;0.7586759211414966;0.6733582891758534
41;0.8940005205622071;0.2960185683189364;0.7552055523666671;0.6990290862382318
42;0.8968636127017179;0.2889715805455833;0.7621462895344492;0.6877727195723962
43;0.9036594963273872;0.27795553178079857;0.7640149494065235;0.7020788862306806
44;0.8960176991150443;0.29124779132801315;0.7514682326543414;0.7461969580996565
45;0.9068193649141072;0.26094177649984257;0.7608115323965905;0.7013182643257992
46;0.9083161157024794;0.26167410642893846;0.7640149494065235;0.6941468867145626
47;0.908381427072403;0.2590124556210365;0.735184196380772;0.7967721267747039
48;0.9104633003643935;0.2476710969497843;0.7690870262567079;0.7241500391402603
49;0.9143024466423738;0.25018608826079264;0.7618793377695526;0.7406484101840791
50;0.9140625;0.23820549151128975;0.7730912972565838;0.6940615361410224
51;0.9163846954711088;0.2347223700675289;0.7781633743295298;0.6910372095762315
52;0.9214601769911505;0.22452813810448297;0.7712226374481556;0.6794232178421754
53;0.9272035676810073;0.21093886837501036;0.7680192203427533;0.7534210171472944
54;0.9301145236855805;0.20250401640275006;0.7674853175767143;0.6967177691462202
55;0.9302446642373764;0.20527446473221925;0.7672183661618719;0.7529219797570248
56;0.9334323347107438;0.19271712842559027;0.7709556858741976;0.705919937484734
57;0.9297891723060906;0.20450329687494836;0.7762947142028707;0.735210914918591
58;0.9357948583420777;0.18898256146520032;0.7720234915653907;0.7502794723363083
59;0.9377928162415409;0.17913840153389832;0.7501334755164827;0.7547584119577555
60;0.9319364914107235;0.20120750293950126;0.7786972769364532;0.6885026087273396
61;0.9444299843831337;0.16112172921255563;0.7744260543307963;0.7278996277351909
62;0.9422175950026028;0.17102971791693594;0.7643229166666666;0.7931580662727356
63;0.9387913223140496;0.17971324292588825;0.7778964228828642;0.6963344933002694
64;0.9370770432066632;0.190014131504893;0.7696209291500391;0.7421172283832491
65;0.9403956272774596;0.1775302875482558;0.7765616656177132;0.7315977966473565
66;0.9388772298006296;0.18685648327640572;0.7762947143938093;0.71408492775442
67;0.9389640812077044;0.1778629423341656;0.7741591031705385;0.693888591434379
68;0.9427944214876033;0.1725042334580717;0.7770955687974521;0.6886872077968371
69;0.9459916710046851;0.16382865392482263;0.7773625198304176;0.7413255159891804
70;0.9449763903462749;0.16515258481043926;0.7827015481590907;0.7729952489699645
71;0.9414367516918272;0.1746165014411682;0.7784303254579645;0.7977184152704984
72;0.9469912190082644;0.15896727803571165;0.7856380138178274;0.7032955623347684
73;0.946056741280583;0.16489449823406108;0.7560064069930716;0.7966189109508964
74;0.9496327387198321;0.15271405051564965;0.7888414308914067;0.6789155150805956
75;0.94807391983342;0.15479589544938666;0.7610784836523176;0.7452678772070417
76;0.9496384297520661;0.156674634326588;0.7754938599583432;0.7785690744102669
77;0.9489849036959916;0.15170672494469173;0.7576081151957189;0.818830131752505
78;0.9464847848898216;0.15943709133312123;0.7802989856800928;0.7235026353511719
79;0.9497657470067673;0.15258054442622276;0.7736252003408535;0.7467979728316344
80;0.9526730371900827;0.14661431766677002;0.7762947145211015;0.7585892446907968
81;0.952433628318584;0.1404250131164644;0.7928457018912825;0.7920706401963445
82;0.9531494013534617;0.14535168751120134;0.7682861720440035;0.7417488046272896
83;0.954711087975013;0.1380999215550329;0.7784303254897875;0.6959196498415652
84;0.9519130661114004;0.14915429400973398;0.7696209290545698;0.7052451158931914
85;0.9551015096304009;0.1367578454517344;0.7661505604706789;0.7123352140904237
86;0.9538651743883394;0.14475763031416794;0.7768286170643788;0.6635952638994228
87;0.9530430220356768;0.14082480096898325;0.7893753337847378;0.7097843430351587
88;0.9538997933884298;0.13567835485085475;0.7773625198304176;0.7665420354717375
89;0.9570435466946485;0.13922391486708915;0.762947143556215;0.7561859487532551
90;0.9608729338842975;0.1236790288393655;0.7776294715634909;0.7880633892188146
91;0.9556220718375846;0.137829629627756;0.7800320342652504;0.7722644020196148
92;0.9575741801145237;0.12914316144610433;0.7901761880610884;0.6924379486103333
93;0.95672826652785;0.13283182686812428;0.77734375;0.7190705517927806
94;0.9601119208745446;0.12584543130605375;0.7872397222114131;0.721836594324728
95;0.960781741867786;0.12400723576564283;0.7730912975748147;0.8689138055229594
96;0.961066632231405;0.12367003524968447;0.7810998398927973;0.7155567390423564
97;0.9607161594963274;0.1302457113114087;0.7754938599901663;0.6879014963780377
98;0.9584839876033058;0.1258457254248956;0.7981847305063634;0.6805364958309452
99;0.9608276939094221;0.1275750133997961;0.781366791403109;0.7065290695069247
